image_id,source,prompt,evaluation_seed
000000181013,coco-30k,Two men are playing frisbee with one man on the offense and another guarding.,90757
000000027897,coco-30k,Black and white photograph of people at train station.,68791
000000533721,coco-30k,A table topped with a bottle of alcohol and a plastic cup.,75389
000000377155,coco-30k,A beautiful woman holding an umbrella over her head.,72113
000000134042,coco-30k,A passenger jet aircraft flying in the sky.,29552
000000311567,coco-30k,A collection of fruits and vegetables sits on the table.,23399
000000306421,coco-30k,"A bird sitting in a tree, in the middle of a clear day.",31886
000000032892,coco-30k,A dog looks out through a wire mesh hole in the fence.,75683
000000440329,coco-30k,a man riding a bull through part of  a parking lot ,72789
000000155591,coco-30k,a keyboard is in front of a laptop,71656
000000144250,coco-30k,Two giraffe walking through a lush green field.,83947
000000113233,coco-30k,A very young boy on snow ski's holding a flag.,36815
000000273442,coco-30k,"Vegetables like lettuce, turnips, carrots, etc. all on top of a kitchen island.",82105
000000356949,coco-30k,A close up of a zebra's back with its neighbor's mane in the background.,75836
000000307866,coco-30k,A man standing in front of a mirror holding up a cell phone.,68626
000000140465,coco-30k,A motorcyclist relaxes in full garb leaning on the vehicle.,37886
000000473050,coco-30k,Cars have stopped for a red light at the top of a hill. ,2847
000000429598,coco-30k,An interesting kitchen renovation with brick and wood,17721
000000016193,coco-30k,Two giraffe standing next to each other on a grass covered field.,50899
000000277674,coco-30k,Six candles are sticking out of a blue cake.,128
000000376160,coco-30k,Medical professionals gather around and tend to a patient on a hospital bed.,38818
000000226065,coco-30k,This but has a movie advertisement on the back.,85554
000000301421,coco-30k,"Computer desk setup with monitor, wireless keyboard, and other electronic devices. ",15876
000000554625,coco-30k,a boy wearing headphones using one computer in a long row of computers,27322
000000086946,coco-30k,A large umbrella and a chair on a street.,54873
000000174159,coco-30k,a pair of cows are standing in a field,57050
000000359164,coco-30k,A couple of dogs walking next to a couple of chairs.,82629
000000170411,coco-30k,A birthday cake with candles sits on a table.,70654
000000004211,coco-30k,A woman wearing a green dress walking across a field.,97306
000000026734,coco-30k,"A man and a woman walking down a street carrying dogs, a kid and luggage.",17342
000000254045,coco-30k,A black and white cat sitting on top of a toilet seat.,66119
000000349926,coco-30k,A group of people on a grass field together playing a game with a frisbee.,65871
000000198352,coco-30k,a man sits on a motor cycle next to a gas pump,66817
000000037382,coco-30k,A giraffe sitting on a rocky dirt and grass covered ground.,24009
000000150144,coco-30k,A woman in vintage clothing carrying an umbrella,4818
000000493509,coco-30k,The woman is working on her laptop while the man is on the cell phone.,48192
000000386514,coco-30k,A group of motor scooters parked in front of a building.,27442
000000193605,coco-30k,A man is selling bananas outside in a lot.,83901
000000540498,coco-30k,Two men who are both holding some oranges.,70907
000000573067,coco-30k,A black and white cow standing inside of a barn.,31172
000000116667,coco-30k,A double decker bus driving down a street past a tall building.,1558
000000216327,coco-30k,People are sitting and standing outside between train cars.,2923
000000536158,coco-30k,A man paddling a kayak down a river.,88426
000000523252,coco-30k,The long steam train sits at the station.,36962
000000205333,coco-30k,A pair of skiers on the top of a ski slope with clouds and large mountain in the background.,99821
000000014321,coco-30k,A crowd stands around motorcycles parked beside each other.,65319
000000315974,coco-30k,A finger pointing to a blemish on a green piece of fruit,78020
000000186892,coco-30k,Many sausages or hot dogs cooking on a grill.,66673
000000500420,coco-30k,A multicolored kite against a blue sky with clouds.,77125
000000525087,coco-30k,Cameramen take pictures of a man leading a horse on a track.,51424
000000576449,coco-30k,the people are using the kiosk on the TAB van,78894
000000181139,coco-30k,A group of people sitting and laying on top of a beach.,57189
000000168010,coco-30k,Luggage sitting on the ground on a dirty and grass field.,66796
000000316715,coco-30k,Beautiful gray clouds with light cascading out of them.,93150
000000134010,coco-30k,A passenger train traveling through rural mountain countryside.,23290
000000121349,coco-30k,There are two men that are out playing baseball.,79566
000000050034,coco-30k,Hand reaching for one of the doughnuts on the table.,65959
000000006854,coco-30k,A poster that indicates the letter S stands for sandwich.,473
000000484028,coco-30k,A man on a bike wearing glasses riding indoors.,70602
000000179151,coco-30k,People are standing in a shopping district with stores.,64780
000000029719,coco-30k,A small girl plays with a soccer ball in the yard,81110
000000005245,coco-30k,A man with at hot on that is in the water.,91322
000000223648,coco-30k,Multiple wooden spoons are shown on a table top.,53362
000000375566,coco-30k,Lady walking through a parking lot with an umbrella over her head.,48488
000000253223,coco-30k,a building with two towers and an air plane in the background,71117
000000304698,coco-30k,there are three suitcases That are opened on the floor,28856
000000495081,coco-30k,A crowded street has a number of street signs.,85962
000000379842,coco-30k,A Nintendo Wii game controller sitting on top of instruction manuals.,46652
000000135071,coco-30k,A stove top oven with a tea kettle on top of it.,89934
000000440940,coco-30k,A beautiful young woman in a bikini riding a paddle boat.,6909
000000255990,coco-30k,sheep in a pen with some hay to eat,78407
000000227463,coco-30k,a man sitting on a bench with a backpack and a cane ,62844
000000106793,coco-30k,A couple of children sleeping in a bed together under a blanket.,73781
000000185802,coco-30k,A banana in a little chair near a window.,43399
000000064746,coco-30k,A giraffe that is standing in the grass.,99313
000000409970,coco-30k,a man sitting on a motorcycle in a bike shop,67943
000000057345,coco-30k,a giraffe is standing in a grassy field ,41719
000000384616,coco-30k,a red fire hydrant near a dirt road with trees in the background,618
000000430254,coco-30k,A heard of sheep together in a wheat field. ,42802
000000411405,coco-30k,A teddy bear sitting at a computer desk with headphones on.,27612
000000266246,coco-30k,A young girl outside in the rain holding an umbrella.,93786
000000472034,coco-30k,a plate with various foods sits on top of the place mat,29590
000000189868,coco-30k,A brown horse standing next to a metal fence.,38540
000000110369,coco-30k,A tow truck driving past a very old stop sign.,57621
000000094531,coco-30k,a group of giraffes that are inside the fence,86457
000000065993,coco-30k,A sandwich on a bun with a pickle on the side.,18853
000000355881,coco-30k,"a bowl of fruit, veggies, and sushi on a table",10225
000000144870,coco-30k,"A bedroom area with a bed, mirror and window to patio.",86056
000000273188,coco-30k,A red stop sign sitting next to a wooden fence.,89478
000000543422,coco-30k,A photo of two people skiing on the snow.,88589
000000068933,coco-30k,A trio of zebra's leaned over eating hay on the ground.,29719
000000164969,coco-30k,A pizza in a box with toppings that are divided into thirds.,75115
000000006874,coco-30k,A group of giraffes and a couple of deer stand in the dust.,61312
000000527575,coco-30k,A couple of knives on top of a table.,23712
000000072795,coco-30k,a group of ball players playing on a field in front of an audience,40340
000000089638,coco-30k,A small  red bowl with ingredients in it,94742
000000388531,coco-30k,"A nearly all black snapshot shows a man standing sideways and looking forward, who is wearing a dark coat and hat and a bright pink tie. ",94629
000000526555,coco-30k,"A group of people some with designed clothing, some with plain clothing on.",10729
000000116479,coco-30k,An old victorian style bed frame in a bedroom.,45518
000000405836,coco-30k,Series of small portions of food being put into a small oven.,83003
000000169166,coco-30k,A couple of people walking down a sidewalk with stars.,49750
000000403919,coco-30k,THIS IS A IMAGE OF A VAN DRIVING DOWN A STREET,50602
000000538153,coco-30k,Three mass transit trains underneath an overpass at a train stop.,16770
000000023406,coco-30k,A man standing near an elephant with its trunk outstretched.  ,86474
000000528411,coco-30k,A teenager in a bathroom looking at a stand alone shower.,80813
000000375063,coco-30k,A hipster carrying a black bag of luggage on grass.,87968
000000058816,coco-30k,a bath room with a toilet a stool and handle bars,32017
000000092801,coco-30k,A large brown and beige cat is lying down in a suitcase.,89891
000000149184,coco-30k,"A kitchen with a stove, microwave, telephone, table and chair. ",40104
000000248353,coco-30k,A group of people riding skis on top of snow covered ground.,29657
000000468302,coco-30k,A man in a blue and white baseball uniform preparing to throw a baseball.,90845
000000010449,coco-30k,A group of three elephants are standing in the water.,67706
000000171962,coco-30k,A city bus driving down a road with bikes fixed to it's front.,37865
000000128669,coco-30k,A photo taken from a boat with a long bridge in the background.,18992
000000399626,coco-30k,A man flying through the air while riding skis.,32549
000000577631,coco-30k,A table topped with vegetables and a cook book.,25855
000000164420,coco-30k,a red fire hyrdant next to two red poles ,63832
000000313063,coco-30k,"A bathroom with a sink, toilet, tub and mirror.",56791
000000005879,coco-30k,Two bicycle riders riding in the city at night.,90436
000000318645,coco-30k,A horse walking through a grassy field while two cows eat hay. ,1972
000000385174,coco-30k,A plate that has broccoli and meat on it.,50590
000000292916,coco-30k,a piece of meat is on the plate with broccoli.,27713
000000408235,coco-30k,A cat laying next to a laptop and a computer mouse.,18634
000000283904,coco-30k,A cat walking on the top of an open door.,54350
000000196758,coco-30k,Two stuffed animals are cutting bread and spreading jelly on it.,24030
000000033008,coco-30k,A black and white cat lounging with sleepy eyes.,73020
000000120129,coco-30k,A brown and white cat resting on wooden furniture,62279
000000217312,coco-30k,two women stand on a train platform waiting to board.,84582
000000202445,coco-30k,"A cat facing away from the camera, among blankets on a bed.",77440
000000570516,coco-30k,Semi truck parked on the street in front of a building.,45709
000000365386,coco-30k,A train with several cars is on a train track. ,92240
000000493067,coco-30k,A polar bear is playing with a ball in the water.,30896
000000469119,coco-30k,A boy in a blue shirt boarding a school bus.,96259
000000017905,coco-30k,A man standing next to a light and a sign.,44312
000000414529,coco-30k,A man is playing tennis with a racket on the tennis court,31052
000000326550,coco-30k,Black and white photograph of a person holding a surfboard by water.,15770
000000051309,coco-30k,Small horse standing behind a large group of horses eating. ,75696
000000566249,coco-30k,A black motor cycle parked on a cobblestone street,36356
000000572784,coco-30k,A giraffe is looking at the camera with a smirk on it's face.,79218
000000197163,coco-30k,Three zebra standing on a road in a grassy field.,44828
000000095772,coco-30k,A pile of rusted metal junk laying in the weeds.,91303
000000493612,coco-30k,A herd of brown cattle standing on a grass covered field next to a  river.,40838
000000232845,coco-30k,Three uniformed men simultaneously cutting a sheet cake,38492
000000356478,coco-30k,A baby elephant in dirt area next to a fence.,19222
000000124135,coco-30k,"There are carrots, apples and two full cups on the cutting board. ",46406
000000288862,coco-30k,A man performing a trick on a ledge on a skateboard.,71622
000000174679,coco-30k,A small boat and chair on the beach.,46762
000000486488,coco-30k,A public bathroom stall with a toilet and trashcan.,47977
000000435986,coco-30k,A man with a coat on his shoulder and a suitcase by his foot.,36058
000000273083,coco-30k,A dog and a large pizza by a table.,75669
000000248314,coco-30k,A plate of food placed next to a computer.,19488
000000294350,coco-30k,A man preparing food in a restaurant kitchen.,4583
000000199346,coco-30k,A group of people walking next to stairs.,39403
000000148395,coco-30k,A green truck parked in the middle of a garage.,94186
000000092679,coco-30k,The cows are looking at the orange laying on the post.,58556
000000069213,coco-30k,Two men wearing suits and hats are walking together.,63434
000000510103,coco-30k,A large cake sitting in the middle of a table surrounded by pictures in frames.,63727
000000245540,coco-30k,A big pile of pastries with powder stacked on top of one another.,28011
000000451496,coco-30k,A motorcycle near a curb with a building in its mirror. ,51463
000000500478,coco-30k,A baseball player is winding up for the pitch.,87000
000000461435,coco-30k,A person in bicycling gears looks at bananas growing on a tree.,15890
000000219909,coco-30k,two people walking on a side walk with an umbrella,3772
000000181805,coco-30k,A woman riding a surfboard while in the ocean.,70994
000000500902,coco-30k,A group of elephants walking on a dirt road.,18336
000000398866,coco-30k,A man standing next to a giant elephant.,4186
000000029906,coco-30k,A single broccoli floret in a larger garden.,49088
000000461339,coco-30k,Two zebras and a giraffe in a zoo enclosure. ,13549
000000502012,coco-30k,A group of white work trucks with advertising parked together,93254
000000259382,coco-30k,Giraffe inside rock walls standing and bowing its head.,21010
000000166426,coco-30k,Beef and vegetables on a plate sitting on a table.,69011
000000289618,coco-30k,a pack of dogs walking down a snow covered yard.,1643
000000448117,coco-30k,A group of people carrying ski equipment while walking on snow covered ground.,13454
000000437221,coco-30k,The skateboard is flipping as a rider jumps up.,90544
000000545111,coco-30k,A see through container with a lemon and apple dropped in it.,7419
000000500019,coco-30k,A woman with her pants pulled down on the toilet.,94943
000000354662,coco-30k,a tiled bathroom with a toilet and scale in it ,82168
000000423694,coco-30k,A man sitting on a chair on a boat dock.,96791
000000112349,coco-30k,A horse pulls a carriage through city streets,36845
000000211674,coco-30k,Red double decker bus with people standing on top.,57624
000000438253,coco-30k,A dog hides underneath a bed with its face peeking out of the bed skirt.,72732
000000508481,coco-30k,A stove top with a tea kettle sitting on top of it.,39381
000000075046,coco-30k,The bedroom has stuffed animals and a stop sign on the wall.,51399
000000344816,coco-30k,The train engine is followed by a line of open cars.,50275
000000089099,coco-30k,A couple of women standing in a kitchen preparing food.,66274
000000019916,coco-30k,Sliced apple in a bowl covered in cinnamon.,13595
000000207486,coco-30k,Three black bulls in a roadway at night.,38847
000000246265,coco-30k,Many motorcycles are parked around a crowd of people.,23975
000000462315,coco-30k,A yellow truck that was recently on fire and put out by the fire department.,25354
000000400728,coco-30k,A city street with stores across the street and a bicycle parked on the side of the street with a dog sitting in the front basket.,81249
000000033707,coco-30k,Two giraffes are standing next to a building.,15980
000000097782,coco-30k,A black and white photo of city street with cars parked.,64722
000000509811,coco-30k,A library filled with wooden tables with apple laptop computers on them.,57599
000000352694,coco-30k,A man in a white shirt and black shorts jumps near a soccer ball.,55758
000000164594,coco-30k,"Two men are riding an elephant, a driver and a passenger.",94493
000000118113,coco-30k,this is a very dark picture of a room with a shelf,25123
000000545788,coco-30k,A herd of animals grazing on the side of a green hill.,75895
000000062790,coco-30k,six different shots of horses and people standing on the street,30803
000000368038,coco-30k,A colorful train sits on the tracks in the sunshine.,45534
000000137412,coco-30k,A cat is laying in front of a laptop and a monitor.  ,88661
000000455210,coco-30k,A man standing in front of the ocean with his surf board.,88020
000000478077,coco-30k,A microwave oven sitting on top of a counter top.,92376
000000432820,coco-30k,A baseball player swinging a bat on to of a field.,50905
000000187610,coco-30k,A giraffe is standing between two trees and some rocks. ,28039
000000339336,coco-30k,A man riding skis across a snow covered countryside.,30366
000000454957,coco-30k,A man stretches to hit the tennis ball. ,29129
000000191672,coco-30k,a person riding a skate board on a wave,99147
000000425573,coco-30k,A big zebra and a small zebra are standing in a grassy field. ,98042
000000051028,coco-30k,A keyboard rug lies on the floor by two chairs.,80783
000000412571,coco-30k,A tray filled with lots of different flavored donuts.,89510
000000542776,coco-30k,A small bird sitting on top of an open book.,63978
000000083257,coco-30k,A man standing next to a robot with a camera.,994
000000085527,coco-30k,A man in a tuxedo is holding a beer,31017
000000535821,coco-30k,A horse behind a fence looking into a camera. ,11915
000000117374,coco-30k,Two cats sitting in the dirt under a tree.,74403
000000450886,coco-30k,Multiple stop signs standing and leaning on a construction site.,88718
000000234057,coco-30k,Eashitte and little lamb and a large open field,93558
000000355817,coco-30k,A red and yellow bus parked in front of a tall building.,71982
000000237075,coco-30k,Five statues of people on a pavement ,37319
000000174313,coco-30k,a guy sitting on a motor cycle next to some trees,71525
000000044309,coco-30k,BEAUTIFUL CANAL WITH BRICK BRICK WALLS AND  CASTLE LIKE BUILDING IN BACKGROUND,41270
000000128570,coco-30k,An adorable child wading in water while holding onto a boogie board.,27330
000000005934,coco-30k,a close up of a baseball and a glove ,48694
000000251476,coco-30k,A herd of zebra standing in a grassy field.,15804
000000494077,coco-30k,An assortment of fruits are viewed up close. ,76631
000000157418,coco-30k,A couple of plates with sandwiches on them sitting next to an open can of spam.,10138
000000581422,coco-30k,Two men are sitting on a wooden crate with a cow next to them.,12688
000000165681,coco-30k,This is an image of a row of scooters,82534
000000032570,coco-30k,A man riding a wave on top of a white surfboard.,59527
000000495519,coco-30k,Person riding a four wheeler on a beach towards a bridge.,3895
000000517523,coco-30k,A 787 airplane is landing at the airport.,82488
000000252711,coco-30k,A group of white plates topped with piles of donuts.,99448
000000136077,coco-30k,Two zebra feasting on a dead animal in a dry grass field..,84681
000000555346,coco-30k,A tugboat in the water has two occupants. ,58579
000000555298,coco-30k,"A dog sleeping between a book bag and a shredder, underneath a computer desk ",24556
000000059532,coco-30k,mopeds parked in a parking garage with a green floor.,17706
000000313342,coco-30k,Miniature trains on tracks with miniature person standing in the middle.,10852
000000113897,coco-30k,A beige bathroom with a phone beside the toilet.,65876
000000512495,coco-30k,A bright white enamel bathroom with a checked floor.,32097
000000493522,coco-30k,A zebra standing on a patch of dirt on a green hillside.,20766
000000464265,coco-30k,A woman standing inside of a farmers market.,11614
000000486020,coco-30k,A zebra observing a dead deer on the ground.,1382
000000124614,coco-30k,A group of people standing next to bags of luggage.,27999
000000066821,coco-30k,A man looking at himself through the mirror. ,74757
000000364079,coco-30k,Two people on a motorcycle driving up a street.,31871
000000238147,coco-30k,two bikes parked on the street with pizza delivery boxes attached to their back ends,41516
000000046185,coco-30k,two zebras are walking in a field next to some plants,26924
000000066700,coco-30k,A land with a lot of different animals.,21607
000000196843,coco-30k,A school bus covered in art and a sign.,19839
000000256365,coco-30k,A table topped with multiple cup cakes. covered in frosting.,8766
000000427471,coco-30k,A giraffe standing next to a pile of dead wood.,96955
000000376684,coco-30k,Two giraffes standing near each other in the zoo. ,77687
000000063595,coco-30k,A tennis player in a red shirt is serving the ball.,97305
000000255950,coco-30k,Looking down on a stony surface shows a bowl with an orange in it and what looks like a large piece of red plastic.,47056
000000001464,coco-30k,A person in a black jacket skiing through deep snow.,99179
000000028499,coco-30k,A traffic sign in front of large trees and a building.,20057
000000514537,coco-30k,A wild animal drinks water from the toilet bowl.,79287
000000023802,coco-30k,A man wearing glasses standing next to an airplane.,531
000000530220,coco-30k,A motorcycle being displayed on a platform during an event.,31326
000000228910,coco-30k,A woman wearing a camera strap around her neck.,77306
000000143450,coco-30k,A piece of cake on a plate on a table.,40328
000000170950,coco-30k,A man carrying apiece of luggage on a sidewalk.,12898
000000567053,coco-30k,a plane is parked on a asphalt ready to fly,93334
000000205222,coco-30k,A half eaten donut on one plate a missing piece of cake on another plate.,2539
000000508949,coco-30k,A woman riding skis next to a brown dog standing on it's hind legs.,36060
000000126688,coco-30k,Grandpa enjoying the day playing flying disc with his granddaughter,26002
000000000196,coco-30k,This table is filled with a variety of different dishes.,79292
000000045108,coco-30k,A couple of cats taking a nap on top of a bed.,86351
000000162454,coco-30k,this woman is getting juice from a fruit,95441
000000184698,coco-30k,Two giraffes rubbing their heads and necks together.,73183
000000432332,coco-30k,Two yellow and silver trains parked next to each other.,14047
000000349152,coco-30k,Several boxes of doughnuts in a line on a table.,6854
000000098871,coco-30k,A small cat lies on a fluffy white blanket.,10235
000000369763,coco-30k,A polie officer standing next to a  motorcycle parked on the street.,99063
000000478225,coco-30k,A train traveling past a group of tall residential buildings.,60797
000000314034,coco-30k,A herd of cattle is feeding at the river's edge.,76303
000000527440,coco-30k,A man doing farm work on a tractor in a field.,90730
000000163528,coco-30k,A brown table with white plate holding a pizza.,82614
000000336579,coco-30k,The view of a traffic light through a car windshield.,30993
000000442565,coco-30k,The dog is jumping to catch a white Frisbee with it's mouth. ,89914
000000033647,coco-30k,Benches line the sidewalk of a city park in autumn.,97120
000000148358,coco-30k,Some very cute zebras in a grassy field.,52341
000000045728,coco-30k,Some delicious noodles are being cooked on a pan. ,87674
000000283910,coco-30k,A group of sheep being herded by a black dog.,64205
000000542856,coco-30k,a public transportation bus with an advertisement on the side ,40535
000000071711,coco-30k,A large airplane museum with old war planes.,95306
000000310711,coco-30k,Fire hydrant covered in flowers near stucco house.,27805
000000454148,coco-30k,Man standing on a stage in front of a microphone.,85808
000000126226,coco-30k,A group of guys in  a dugout with their gear ,223
000000421535,coco-30k,People on skis are entering a snow tunnel. ,57265
000000227224,coco-30k,a person driving a motorcycle on a closed course,52179
000000518326,coco-30k,Creepy large doll heads laying in giant oversized fake beds.,7338
000000321024,coco-30k,"People in line in the street at an ice cream truck.
",74367
000000235302,coco-30k,A newly married emo hipster couple sitting on a bench.,9056
000000266124,coco-30k,Three people standing near a fence and a horse.,90356
000000093393,coco-30k,A giraffe is walking up a grassy and rocky hill.,1891
000000442681,coco-30k,there are many trains that are stopped on the tracks,86104
000000397958,coco-30k,A black and white cow standing next to a barbed wire fence.,69462
000000084980,coco-30k,a dog is herding some sheep and some people are watching ,66195
000000038259,coco-30k,Plane in window with cloudy sky and chairs ,21155
000000391895,coco-30k,A man with a red helmet on a small moped on a dirt road. ,93885
000000126540,coco-30k,The cat is looking through the window at  the animal eating the seed in the feeder.,86778
000000352681,coco-30k,Group of snowboarders on a snowy trail overlooking a mountain. ,97106
000000299448,coco-30k,A train is going down the track under a bridge.,84443
000000374061,coco-30k,A black cat holding onto the left of a teddy bear.,21259
000000072770,coco-30k,A young man playing with frisbee on a sunny day,44167
000000366440,coco-30k,A water foul near the shore in a body of water with an island in the middle of it.,25175
000000539386,coco-30k,A man is parasailing out on the water,72172
000000333402,coco-30k,A man standing in front of the open door of a bus.,33715
000000041257,coco-30k,Photos of two ferrets sleeping in a pet bed,36737
000000029994,coco-30k,"Three metal containers of food, one with meat and pasta, one with fruit and one with bread and dates.",73512
000000102355,coco-30k,Horse drawn cart with women and children in urban area.,65287
000000335610,coco-30k,Two zebras stand side-by-side grazing in a green pasture.,99913
000000363559,coco-30k,A plate has bits of brown rice and broccoli. ,38434
000000098523,coco-30k,A large airplane and a truck next to a building.,80981
000000351903,coco-30k,A giraffe at the zoo looks right at the camera ,15433
000000193884,coco-30k,A red stop sign sitting on the side of a road.,60647
000000342283,coco-30k,A man standing under a light while making a high face.,11532
000000457078,coco-30k,A room with a desktop computer and a picture of a mummy. ,9178
000000476172,coco-30k,There are dental care supplies on a table,18206
000000513417,coco-30k,An elephant is standing next to a rock,66364
000000216228,coco-30k,A girl is skateboarding down the Hollywood walk of fame.,84185
000000545093,coco-30k,Black and white photo of a trolley car.,26896
000000495291,coco-30k,The giraffes are spending a lot of time in the forest.,47754
000000183991,coco-30k,A few boys appear to be playing Frisbee near a fountain. ,9824
000000040620,coco-30k,A bus driving down the road near a church and traffic light.,95086
000000280515,coco-30k,Two elephants that are drinking out of a watering hole.,40716
000000117095,coco-30k,"A cropped photo of an outhouse with a man in a chicken costume, military men and a polar bear.",99766
000000101780,coco-30k,A giraffe eating some leaves from a tree at the zoo,16920
000000137822,coco-30k,A group of trains parked next to each other.,4519
000000313665,coco-30k,a cat is watching some other cats on a television,13674
000000209071,coco-30k,Two couch cushions are supported by wooden frames,86789
000000455483,coco-30k,A bathroom with two sinks and a shower.,40985
000000320974,coco-30k,A dog in the grass next to a water dish.,77530
000000091949,coco-30k,A man standing next to a boy in front of a tree.,22480
000000141755,coco-30k,Flock of ducks standing on a rocky shore.,6900
000000232483,coco-30k,A group of people standing around a chicken coup.,48240
000000106900,coco-30k,"A woman, man, and a dog standing in the snow. ",17536
000000566278,coco-30k,Red and black motorcycle parked near large 4 story building.,20033
000000111644,coco-30k,A young woman falls while surfing in the ocean.,20473
000000579760,coco-30k,A brown dog sitting with a man on a porch swing.,27044
000000373857,coco-30k,a living room with a chair near a tv,30944
000000386650,coco-30k,A bench next to three potted plants. ,1821
000000442367,coco-30k,A crowded sidewalk filled with lots of people.,30566
000000357331,coco-30k,a blue train driving on a train track below multiple power lines.,9874
000000425000,coco-30k,women in black coats walk along the sidewalk,43833
000000279159,coco-30k,A large orange cat laying on top of a blanket.,16593
000000334015,coco-30k,a small toilet stall with a toilet brush and 3 rolls of toilet paper ,60888
000000131612,coco-30k,A girl riding a horse is jumping the log.,20452
000000292741,coco-30k,A television with a video game logo sits in front of two trays with controllers.,70326
000000371683,coco-30k,A bunch of bananas hanging from a green tree.,22933
000000039592,coco-30k,some zebras standing by a wall and looking at the people on the other side ,73180
000000013992,coco-30k,A sign hanging on a pole by the sidewalk,19116
000000249815,coco-30k,Racks full of bikes fill an entire street.,95680
000000147289,coco-30k,A fire hydrant that is partially buried in snow.,56988
000000543961,coco-30k,A bathroom consisting of a toilet and a tub. ,69307
000000120340,coco-30k,a man putting his bike on a rack in front of the bus,9045
000000190015,coco-30k,A truck parked near a tall pile of hay,49279
000000427189,coco-30k,this is a few heads of broccoli in a box,29674
000000247206,coco-30k,"Man lying on floor playing with cat, in cluttered room.",89810
000000367310,coco-30k,A horse eating a banana out of an older woman's hand.,19360
000000475944,coco-30k,A large colorful parrot is perched on a tree limb.,11561
000000135275,coco-30k,A small blue car on a city road.,86313
000000534467,coco-30k,A kitchen filled with appliances and an open laptop.,50508
000000167443,coco-30k,a lit up counter with two fancy sinks on it,6468
000000366677,coco-30k,"A pizza sitting on a table, it appears to have everything on it.",87536
000000405365,coco-30k,A person in a ski gear standing on a snowy mountain.,54065
000000062459,coco-30k,a red and white fire hydrant is sitting by a curb,45440
000000022002,coco-30k,A bear that is latching on to a tree,18590
000000037367,coco-30k,A laptop that is sitting on a table.,96205
000000578776,coco-30k,A large herd of sheep crossing over a dirt roadway.,86531
000000405894,coco-30k,A woman riding a horse and taking a picture at sunset. ,40161
000000566729,coco-30k,A man stands next to a bird on a rock.,52694
000000168434,coco-30k,These two trains are workhorses necessary to care for other trains.,768
000000364113,coco-30k,Two people riding different colored horses down a dirty road.,44111
000000501122,coco-30k,A man standing over an ironing board wearing a gas mask.,88816
000000122172,coco-30k,a baby elephant walk next to some adult elephants ,51845
000000248341,coco-30k,Which of the four desserts would you choose?,94620
000000574810,coco-30k,A cat is seated in a window sell looking outside the window,75086
000000471118,coco-30k, a street sign with the red light glowing brightly on it ,8758
000000457229,coco-30k,A person on a horse is down by the ocean.,44141
000000295051,coco-30k,a close up of a cat on a desk near stuffed animals ,25142
000000509423,coco-30k,We are at the intersection of Doyers Street and Chatham Square.,272
000000260686,coco-30k,There is a television that is on and signs nearby. ,41264
000000387569,coco-30k,A bus with two people and luggage by the door,42106
000000360137,coco-30k,A person leaning up against a metal rail while holding a rainbow colored umbrella.,45672
000000532295,coco-30k,a snow skier in a red jacket carrying skis and snow,63339
000000473260,coco-30k,A myriad of stop signs that are black and white and red and white stand clustered together.,36762
000000283947,coco-30k,a woman in a skirt gets ready to hit a tennis ball ,21176
000000267875,coco-30k,A picture taken through a car window of a shop with many motorcycles parked in front of it.,82976
000000284648,coco-30k,The surfer is surfing on top of the waves. ,53046
000000456146,coco-30k,A group of sheep grazing on a roadside,77928
000000268831,coco-30k,"A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.",46277
000000401250,coco-30k,A person that is doing a trick in the air.,35551
000000439854,coco-30k,A man riding a skateboard along a sandy beach.,51300
000000022118,coco-30k,A sandy beach filled with lots of people standing on top of it.,43666
000000120235,coco-30k,A view out of a window that shows a winding river.,57784
000000373519,coco-30k,A bird sits on a wire over a street sign.,79942
000000358923,coco-30k,A woman with an umbrella hat talks on her cell phone. ,3510
000000111811,coco-30k,a large train station with several trains docked,32264
000000039865,coco-30k,a man riding a big wave on his surfboard,57506
000000351589,coco-30k,A wooden bench sitting outside of a home.,50445
000000392670,coco-30k,a large air plane on a run way ,7143
000000496383,coco-30k,A man and woman sitting on a wooden bench together.,9119
000000561403,coco-30k,"The computer desk has a laptop, a monitor, and a tablet PC on it.",30424
000000411303,coco-30k,A lot of people that are sitting around together.,94745
000000171733,coco-30k,A large blue tow truck towing a large tractor.,19723
000000312316,coco-30k,A giraffe standing at attention in a zoo pin.,35890
000000316526,coco-30k,A white and green bus driving down a street.,51315
000000003109,coco-30k,A woman is setting up an umbrella on a deck.,38767
000000360772,coco-30k,A toilet sitting in a bathroom next to a sink.,58557
000000087740,coco-30k,People riding on elephants that are walking through a river. ,94932
000000196192,coco-30k,a few suitcases for sale in a second hand shop,90836
000000120745,coco-30k,"A street has a traffic light, a parked bicycle, and a car on it.",29994
000000571008,coco-30k,The stop sign has stenciled spray paint on it. ,93136
000000286708,coco-30k,a black and white cat wearing a little purple hat,28330
000000151742,coco-30k,A man holding a baby in a white baptism outfit.,42486
000000237496,coco-30k,A boy in black shirt doing a trick on a skateboard.,77721
000000137727,coco-30k,A motorized cart fills a train with luggage,96048
000000461588,coco-30k,A man riding a motorcycle across a sandy beach.,77112
000000070626,coco-30k,A small pizza on a plate with a fork beside it on a table.,82208
000000005123,coco-30k,Group of pedestrians walking in front of a domestic house. ,41109
000000355777,coco-30k,A street with busses and cars next to a bus stop.,61466
000000013832,coco-30k,close up of a chicken sandwich and fries on a plate,99023
